"id","clinic_name_th","clinic_name_en","alias","xeomin_flag","belotero_flag","ulthera_flag","province","district","website","facebook","tel","latitude","longtitude","xeomin","x_beauty","belotero","skin_radiance","ulthera"
103,"ดอกเตอร์วุฒิ คลินิก","DR.WUT CLINIC","ดอกเตอร์วุฒิ คลินิก","N","N","N","เพชรบุรี","ท่ายาง","","https://www.facebook.com/vtp0171q/","032-400726/032-43750",13.6304464,100.6281713,"Y","N","Y","N","N"
104,"คลินิกหมอดาวใจ-หมอสมพงษ์ สาขา สกลนคร","DS Clinic @ Sakon Nakhon","คลินิกหมอดาวใจ-หมอสมพงษ์ สาขา สกลนคร","N","N","N","สกลนคร","เมืองสกลนคร","http://www.dsskinclinic.com/","https://www.facebook.com/Dsclinic/","042 932 978",17.161416,104.145627,"Y","N","Y","N","Y"
105,"เอสเตลล่า คลินิก","ESTELLA CLINIC","เอสเตลล่า คลินิก","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","https://estella-clinic.com/","https://www.facebook.com/EstellaClinic/","064-585-4840-2",13.7385656,100.584294,"N","N","Y","N","N"
106,"เอฟ คลินิก สาขาเมืองทองธานี","F Clinic @ Muang Thong Thani","เอฟ คลินิก สาขาเมืองทองธานี","N","N","N","นนทบุรี","ปากเกร็ด","http://www.fclinic-beauty.com","https://www.facebook.com/fclinicbeauty/","080-470-9999/090-909",13.907305000000001,100.538055,"Y","Y","Y","Y","Y"
107,"เอฟ คลินิก สาขาสุขุมวิท ซอย 3/1 (นานา)","F Clinic @ Sukhumvit Soi 3/1 (Nana)","เอฟ คลินิก สาขาสุขุมวิท ซอย 3/1 (นานา)","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.fclinic-beauty.com","https://www.facebook.com/fclinicbeauty/","063-845-1999/090-909",13.743295,100.553818,"Y","Y","Y","Y","Y"
108,"เอฟ คลินิก สาขามาบุญครองโซน D","F Clinic @ MBK Zone D","เอฟ คลินิก สาขามาบุญครองโซน D","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.fclinic-beauty.com","https://www.facebook.com/fclinicbeauty/","064-181-0560/090-909",13.7441139,100.5297045,"Y","Y","Y","Y","Y"
109,"ฟารีดา คลินิก สาขาสุขุมวิท","Fareeda Clinic @ Sukhumvit","ฟารีดา คลินิก สาขาสุขุมวิท","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.fareeda-clinic.com/","https://www.facebook.com/fareedapromotion/","063 246 1442/02-168-",13.7405753,100.5579022,"Y","Y","Y","Y","N"
110,"ฟารีดา คลินิก สาขาลาดพร้าว","Fareeda Clinic @ Lardphao","ฟารีดา คลินิก สาขาลาดพร้าว","N","N","N","กรุงเทพมหานคร","เขตวังทองหลาง","http://www.fareeda-clinic.com/","https://www.facebook.com/fareedapromotion/","063 246 1442/02-168-",13.7850786,100.6128138,"Y","Y","Y","Y","N"
111,"ฟารีดา คลินิก สาขาเมเจอร์ปิ่นเกล้า","Fareeda Clinic @ Major cineplex pinklao","ฟารีดา คลินิก สาขาเมเจอร์ปิ่นเกล้า","N","N","N","กรุงเทพมหานคร","เขตบางพลัด","http://www.fareeda-clinic.com/","https://www.facebook.com/fareedapromotion/","063 246 1442/02-168-",13.7788663,100.4779341,"Y","Y","Y","Y","N"
112,"ฟิวเซียเอ็กซ์คลูซีฟ คลินิก","Fuchsia Xclusive Clinic","ฟิวเซียเอ็กซ์คลูซีฟ คลินิก","N","N","N","กรุงเทพมหานคร","เขตดินแดง","https://fuchsiathailand.com/","https://www.facebook.com/FuchsiaThailand","098 890 9997",13.7660184,100.5692688,"N","N","Y","N","N"
113,"เกรซคลินิคเวชกรรม","GRACE CLINIC","เกรซคลินิคเวชกรรม","N","N","N","ชลบุรี","เมืองชลบุรี","","https://www.facebook.com/Grace-Clinic-botox-filler-นวดหน้า-731057856992669/","092 554 5424",13.3640719,100.985711,"N","N","Y","N","N"
114,"GRAN CLINIC","GRAN CLINIC","GRAN CLINIC","N","N","N","กรุงเทพมหานคร","เขตพญาไท","https://www.doctorgarnclinic.com","https://www.facebook.com/DoctorGarnClinic/","",13.7736532,100.5422106,"Y","N","N","N","N"
115,"แกรนด์ เอสต้า","Grand esta","แกรนด์ เอสต้า","N","N","N","กรุงเทพมหานคร","เขตวัฒนา","http://www.grandesta.com/","https://www.facebook.com/theestaclinic/","02 021 7666",13.7295789,100.5859745,"N","N","Y","N","N"
116,"กราเนด้าคลินิก สาขาเซนทรัล พระราม 2","Graneda clinic @ Central Plaza Rama 2","กราเนด้าคลินิก สาขาเซนทรัล พระราม 2","N","N","N","กรุงเทพมหานคร","เขตบางขุนเทียน","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","02-872-4446-7/085-82",13.663788,100.4392016,"N","N","Y","N","N"
117,"กราเนด้าคลินิก สาขาเดอะมอลล์ ท่าพระ","Graneda clinic @ The Mall Thaphra","กราเนด้าคลินิก สาขาเดอะมอลล์ ท่าพระ","N","N","N","กรุงเทพมหานคร","เขตธนบุรี","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","02-477-7152/085-828-",13.7136198,100.4789706,"N","N","Y","N","N"
118,"กราเนด้าคลินิก สาขาซีคอนสแควร์","Graneda clinic @ Seacon Square-Srinakarin","กราเนด้าคลินิก สาขาซีคอนสแควร์","N","N","N","กรุงเทพมหานคร","เขตประเวศ","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","02-721-8624/085-828-",13.6944043,100.6479727,"N","N","Y","N","N"
119,"กราเนด้าคลินิก สาขาเดอะมอลล์ บางกะปิ","Graneda clinic @ The Mall Bangkapi","กราเนด้าคลินิก สาขาเดอะมอลล์ บางกะปิ","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","02-363-3368/085-828-",13.7668858,100.6429133,"N","N","Y","N","N"
120,"กราเนด้าคลินิก สาขาเดอะมอลล์ นครราชสีมา","Graneda clinic @ The Mall Nakhon-Ratchasima","กราเนด้าคลินิก สาขาเดอะมอลล์ นครราชสีมา","N","N","N","นครราชสีมา","เมืองนครราชสีมา","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","044-390-502/085-828-",14.9806692,102.0764698,"N","N","Y","N","N"
121,"กราเนด้าคลินิก สาขาบลูพอร์ต หัวหิน","Graneda clinic @ Bluport Resort Huahin","กราเนด้าคลินิก สาขาบลูพอร์ต หัวหิน","N","N","N","ประจวบคีรีขันธ์","หัวหิน","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","032-908-162/085-828-",12.5479135,99.9626557,"N","N","Y","N","N"
122,"กราเนด้าคลินิก สาขาเมกะบางนา","Graneda clinic @ MEGA Bangna","กราเนด้าคลินิก สาขาเมกะบางนา","N","N","N","สมุทรปราการ","บางพลี","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","02-105-1695/085-828-",13.648837499999999,100.6819174,"N","N","Y","N","N"
123,"กราเนด้าคลินิก สาขาฟิวเจอร์พาร์ครังสิต","Graneda clinic @ Future Park Rangsit","กราเนด้าคลินิก สาขาฟิวเจอร์พาร์ครังสิต","N","N","N","ปทุมธานี","ธัญบุรี","http://www.granedathailand.com/","https://www.facebook.com/GranedaClinic/","02-150-9228/085-828-",13.989167,100.618072,"N","N","Y","N","N"
124,"เฮลท์ อเวนิว คลินิก","Health avenue","เฮลท์ อเวนิว คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.healthavenueclinic.com/","https://www.facebook.com/bydrvanda","02 656 0966",13.7453827,100.5414626,"N","N","Y","N","N"
125,"ออนเนสท์คลินิก","Honest Clinic","ออนเนสท์คลินิก","N","N","N","กรุงเทพมหานคร","เขตบางรัก","https://honestclinic.co.th/","https://www.facebook.com/honestclinicTH/","081 899 2999",13.729619,100.515659,"Y","Y","Y","Y","N"
126,"ไฮโดรเฮลท์ คลินิก","Hydrohealth","ไฮโดรเฮลท์ คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.hydrohealth.co.th","https://www.facebook.com/Hydrohealth.co.th/","02 250 7800",13.7440576,100.5404565,"N","N","Y","N","Y"
127,"ไอ-จันทร์คลินิกเวชกรรม","I-CHAN MEDICAL CLINIC","ไอ-จันทร์คลินิกเวชกรรม","N","N","N","กรุงเทพมหานคร","เขตบางกะปิ","","","02 733 2672",13.768187,100.6478028,"Y","N","Y","N","Y"
128,"ไอคอนนิก คลินิก","Iconic Clinic","ไอคอนนิก คลินิก","N","N","N","กรุงเทพมหานคร","เขตสวนหลวง","http://www.iconicclinic.com/th","https://www.facebook.com/Iconicclinic/","065-594-5666
02-3911",13.7422,100.601266,"N","N","N","N","Y"
129,"อินฟินิตี้ คลินิก บาย ดอกเตอร์ ปาล์ม","Infinity clinic by Dr. Palm","อินฟินิตี้ คลินิก บาย ดอกเตอร์ ปาล์ม","N","N","N","กรุงเทพมหานคร","เขตดินแดง","http://www.infinityclinicbydrpalm.com/","https://www.facebook.com/infinityclinicbydrpalm/","095 524 6669",13.7781339,100.5582064,"Y","N","N","N","N"
130,"อินฟินิส คลินิก","Infiniz Clinic","อินฟินิส คลินิก","N","N","N","กรุงเทพมหานคร","เขตปทุมวัน","http://www.infinizclinic.com/","https://www.facebook.com/infinizclinic","098-828-5444",13.74369,100.544013,"N","N","Y","Y","Y"
131,"อินโนวา คลีนิกเวชกรรม","Innova clinic","อินโนวา คลีนิกเวชกรรม","N","N","N","ภูเก็ต","ถลาง","","https://www.facebook.com/innovaclinicphuket/","095 258 9650",7.979789,98.3372578,"Y","N","N","N","N"
132,"อินสไปร์คลินิก","Inspire clinic","อินสไปร์คลินิก","N","N","N","กรุงเทพมหานคร","เขตพระโขนง","http://www.inspire-clinic.com/","https://www.facebook.com/inspireclinic/","095 251 6553",13.689269,100.609219,"Y","N","Y","N","N"
133,"ไอริสคลินิกความงาม","IRIS CLINIC","ไอริสคลินิกความงาม","N","N","N","กรุงเทพมหานคร","เขตบางนา","","https://www.facebook.com/iris.clinic/","044 342 225",13.6677185,100.6398284,"N","N","Y","N","N"
